"","Method","PercentSampled","EquivalentPerGenRate","R_Squared"
"2256","Clock Rate",0.05,1.5,0.973967263158657
"2257","Clock Rate",0.05,3,0.992983525886825
"2258","Generation",0.05,0.2,0.93135020884874
"2259","Clock Rate",0.05,0.1,0.836122778131018
"2260","Clock Rate",0.05,0.2,0.798240823397293
"2261","Clock Rate",0.05,0.5,0.980131869004987
"2262","Clock Rate",0.05,1,0.97194413353772
"2263","Clock Rate",0.05,2,0.955990965976598
"2264","Clock Rate",0.05,0.05,0.875879375619158
"2265","Clock Rate",0.05,0.15,0.90864677937679
"2266","Clock Rate",0.05,0.25,0.933040361836609
"2267","Clock Rate",0.05,0.75,0.977680568447986
"2268","Clock Rate",0.05,1.5,0.973967263158657
"2269","Clock Rate",0.05,3,0.992983525886825
"2270","Generation",0.05,0.5,0.9247823140749
"2271","Clock Rate",0.05,0.1,0.836122778131018
"2272","Clock Rate",0.05,0.2,0.798240823397293
"2273","Clock Rate",0.05,0.5,0.980131869004987
"2274","Clock Rate",0.05,1,0.97194413353772
"2275","Clock Rate",0.05,2,0.955990965976598
"2276","Clock Rate",0.05,0.05,0.875879375619158
"2277","Clock Rate",0.05,0.15,0.90864677937679
"2278","Clock Rate",0.05,0.25,0.933040361836609
"2279","Clock Rate",0.05,0.75,0.977680568447986
"2280","Clock Rate",0.05,1.5,0.973967263158657
"2281","Clock Rate",0.05,3,0.992983525886825
"2282","Generation",0.05,1,0.902124461096296
"2283","Clock Rate",0.05,0.1,0.836122778131018
"2284","Clock Rate",0.05,0.2,0.798240823397293
"2285","Clock Rate",0.05,0.5,0.980131869004987
"2286","Clock Rate",0.05,1,0.97194413353772
"2287","Clock Rate",0.05,2,0.955990965976598
"2288","Clock Rate",0.05,0.05,0.875879375619158
"2289","Clock Rate",0.05,0.15,0.90864677937679
"2290","Clock Rate",0.05,0.25,0.933040361836609
"2291","Clock Rate",0.05,0.75,0.977680568447986
"2292","Clock Rate",0.05,1.5,0.973967263158657
"2293","Clock Rate",0.05,3,0.992983525886825
"2294","Generation",0.05,2,0.947990847296716
"2295","Clock Rate",0.05,0.1,0.836122778131018
"2296","Clock Rate",0.05,0.2,0.798240823397293
"2297","Clock Rate",0.05,0.5,0.980131869004987
"2298","Clock Rate",0.05,1,0.97194413353772
"2299","Clock Rate",0.05,2,0.955990965976598
"2300","Clock Rate",0.05,0.05,0.875879375619158
"2301","Clock Rate",0.05,0.15,0.90864677937679
"2302","Clock Rate",0.05,0.25,0.933040361836609
"2303","Clock Rate",0.05,0.75,0.977680568447986
"2304","Clock Rate",0.05,1.5,0.973967263158657
"2305","Clock Rate",0.05,3,0.992983525886825
"2306","Generation",0.05,0.05,0.705373058755654
"2307","Clock Rate",0.05,0.1,0.836122778131018
"2308","Clock Rate",0.05,0.2,0.798240823397293
"2309","Clock Rate",0.05,0.5,0.980131869004987
"2310","Clock Rate",0.05,1,0.97194413353772
"2311","Clock Rate",0.05,2,0.955990965976598
"2312","Clock Rate",0.05,0.05,0.875879375619158
"2313","Clock Rate",0.05,0.15,0.90864677937679
"2314","Clock Rate",0.05,0.25,0.933040361836609
"2315","Clock Rate",0.05,0.75,0.977680568447986
"2316","Clock Rate",0.05,1.5,0.973967263158657
"2317","Clock Rate",0.05,3,0.992983525886825
"2318","Generation",0.05,0.15,0.793912818661381
"2319","Clock Rate",0.05,0.1,0.836122778131018
"2320","Clock Rate",0.05,0.2,0.798240823397293
"2321","Clock Rate",0.05,0.5,0.980131869004987
"2322","Clock Rate",0.05,1,0.97194413353772
"2323","Clock Rate",0.05,2,0.955990965976598
"2324","Clock Rate",0.05,0.05,0.875879375619158
"2325","Clock Rate",0.05,0.15,0.90864677937679
"2326","Clock Rate",0.05,0.25,0.933040361836609
"2327","Clock Rate",0.05,0.75,0.977680568447986
"2328","Clock Rate",0.05,1.5,0.973967263158657
"2329","Clock Rate",0.05,3,0.992983525886825
"2330","Generation",0.05,0.25,0.840306182670422
"2331","Clock Rate",0.05,0.1,0.836122778131018
"2332","Clock Rate",0.05,0.2,0.798240823397293
"2333","Clock Rate",0.05,0.5,0.980131869004987
"2334","Clock Rate",0.05,1,0.97194413353772
"2335","Clock Rate",0.05,2,0.955990965976598
"2336","Clock Rate",0.05,0.05,0.875879375619158
"2337","Clock Rate",0.05,0.15,0.90864677937679
"2338","Clock Rate",0.05,0.25,0.933040361836609
"2339","Clock Rate",0.05,0.75,0.977680568447986
"2340","Clock Rate",0.05,1.5,0.973967263158657
"2341","Clock Rate",0.05,3,0.992983525886825
"2342","Generation",0.05,0.75,0.845367962398381
"2343","Clock Rate",0.05,0.1,0.836122778131018
"2344","Clock Rate",0.05,0.2,0.798240823397293
"2345","Clock Rate",0.05,0.5,0.980131869004987
"2346","Clock Rate",0.05,1,0.97194413353772
"2347","Clock Rate",0.05,2,0.955990965976598
"2348","Clock Rate",0.05,0.05,0.875879375619158
"2349","Clock Rate",0.05,0.15,0.90864677937679
"2350","Clock Rate",0.05,0.25,0.933040361836609
"2351","Clock Rate",0.05,0.75,0.977680568447986
"2352","Clock Rate",0.05,1.5,0.973967263158657
"2353","Clock Rate",0.05,3,0.992983525886825
"2354","Generation",0.05,1.5,0.9592730726282
"2355","Clock Rate",0.05,0.1,0.836122778131018
"2356","Clock Rate",0.05,0.2,0.798240823397293
"2357","Clock Rate",0.05,0.5,0.980131869004987
"2358","Clock Rate",0.05,1,0.97194413353772
"2359","Clock Rate",0.05,2,0.955990965976598
"2360","Clock Rate",0.05,0.05,0.875879375619158
"2361","Clock Rate",0.05,0.15,0.90864677937679
"2362","Clock Rate",0.05,0.25,0.933040361836609
"2363","Clock Rate",0.05,0.75,0.977680568447986
"2364","Clock Rate",0.05,1.5,0.973967263158657
"2365","Clock Rate",0.05,3,0.992983525886825
"2366","Generation",0.05,3,0.967106800151789
"2367","Clock Rate",0.05,0.1,0.836122778131018
"2368","Clock Rate",0.05,0.2,0.798240823397293
"2369","Clock Rate",0.05,0.5,0.980131869004987
"2370","Clock Rate",0.05,1,0.97194413353772
"2371","Clock Rate",0.05,2,0.955990965976598
"2372","Clock Rate",0.05,0.05,0.875879375619158
"2373","Clock Rate",0.05,0.15,0.90864677937679
"2374","Clock Rate",0.05,0.25,0.933040361836609
"2375","Clock Rate",0.05,0.75,0.977680568447986
"2376","Clock Rate",0.05,1.5,0.973967263158657
"2377","Clock Rate",0.05,3,0.992983525886825
"2378","Generation",0.1,0.1,0.695371729141717
"2379","Clock Rate",0.1,0.1,0.833819160394409
"2380","Clock Rate",0.1,0.2,0.79918480561304
"2381","Clock Rate",0.1,0.5,0.979820407788456
"2382","Clock Rate",0.1,1,0.975348545919016
"2383","Clock Rate",0.1,2,0.96164387868252
"2384","Clock Rate",0.1,0.05,0.867041318242261
"2385","Clock Rate",0.1,0.15,0.921132483026799
"2386","Clock Rate",0.1,0.25,0.942581907078333
"2387","Clock Rate",0.1,0.75,0.978226009083664
"2388","Clock Rate",0.1,1.5,0.970146658157817
"2389","Clock Rate",0.1,3,0.994025366340345
"2390","Generation",0.1,0.2,0.910639151205268
"2391","Clock Rate",0.1,0.1,0.833819160394409
"2392","Clock Rate",0.1,0.2,0.79918480561304
"2393","Clock Rate",0.1,0.5,0.979820407788456
"2394","Clock Rate",0.1,1,0.975348545919016
"2395","Clock Rate",0.1,2,0.96164387868252
"2396","Clock Rate",0.1,0.05,0.867041318242261
"2397","Clock Rate",0.1,0.15,0.921132483026799
"2398","Clock Rate",0.1,0.25,0.942581907078333
"2399","Clock Rate",0.1,0.75,0.978226009083664
"2400","Clock Rate",0.1,1.5,0.970146658157817
"2401","Clock Rate",0.1,3,0.994025366340345
"2402","Generation",0.1,0.5,0.916892511850423
"2403","Clock Rate",0.1,0.1,0.833819160394409
"2404","Clock Rate",0.1,0.2,0.79918480561304
"2405","Clock Rate",0.1,0.5,0.979820407788456
"2406","Clock Rate",0.1,1,0.975348545919016
"2407","Clock Rate",0.1,2,0.96164387868252
"2408","Clock Rate",0.1,0.05,0.867041318242261
"2409","Clock Rate",0.1,0.15,0.921132483026799
"2410","Clock Rate",0.1,0.25,0.942581907078333
"2411","Clock Rate",0.1,0.75,0.978226009083664
"2412","Clock Rate",0.1,1.5,0.970146658157817
"2413","Clock Rate",0.1,3,0.994025366340345
"2414","Generation",0.1,1,0.900356271434434
"2415","Clock Rate",0.1,0.1,0.833819160394409
"2416","Clock Rate",0.1,0.2,0.79918480561304
"2417","Clock Rate",0.1,0.5,0.979820407788456
"2418","Clock Rate",0.1,1,0.975348545919016
"2419","Clock Rate",0.1,2,0.96164387868252
"2420","Clock Rate",0.1,0.05,0.867041318242261
"2421","Clock Rate",0.1,0.15,0.921132483026799
"2422","Clock Rate",0.1,0.25,0.942581907078333
"2423","Clock Rate",0.1,0.75,0.978226009083664
"2424","Clock Rate",0.1,1.5,0.970146658157817
"2425","Clock Rate",0.1,3,0.994025366340345
"2426","Generation",0.1,2,0.939930608718096
"2427","Clock Rate",0.1,0.1,0.833819160394409
"2428","Clock Rate",0.1,0.2,0.79918480561304
"2429","Clock Rate",0.1,0.5,0.979820407788456
"2430","Clock Rate",0.1,1,0.975348545919016
"2431","Clock Rate",0.1,2,0.96164387868252
"2432","Clock Rate",0.1,0.05,0.867041318242261
"2433","Clock Rate",0.1,0.15,0.921132483026799
"2434","Clock Rate",0.1,0.25,0.942581907078333
"2435","Clock Rate",0.1,0.75,0.978226009083664
"2436","Clock Rate",0.1,1.5,0.970146658157817
"2437","Clock Rate",0.1,3,0.994025366340345
"2438","Generation",0.1,0.05,0.686985161467369
"2439","Clock Rate",0.1,0.1,0.833819160394409
"2440","Clock Rate",0.1,0.2,0.79918480561304
"2441","Clock Rate",0.1,0.5,0.979820407788456
"2442","Clock Rate",0.1,1,0.975348545919016
"2443","Clock Rate",0.1,2,0.96164387868252
"2444","Clock Rate",0.1,0.05,0.867041318242261
"2445","Clock Rate",0.1,0.15,0.921132483026799
"2446","Clock Rate",0.1,0.25,0.942581907078333
"2447","Clock Rate",0.1,0.75,0.978226009083664
"2448","Clock Rate",0.1,1.5,0.970146658157817
"2449","Clock Rate",0.1,3,0.994025366340345
"2450","Generation",0.1,0.15,0.802099174798817
"2451","Clock Rate",0.1,0.1,0.833819160394409
"2452","Clock Rate",0.1,0.2,0.79918480561304
"2453","Clock Rate",0.1,0.5,0.979820407788456
"2454","Clock Rate",0.1,1,0.975348545919016
"2455","Clock Rate",0.1,2,0.96164387868252
"2456","Clock Rate",0.1,0.05,0.867041318242261
"2457","Clock Rate",0.1,0.15,0.921132483026799
"2458","Clock Rate",0.1,0.25,0.942581907078333
"2459","Clock Rate",0.1,0.75,0.978226009083664
"2460","Clock Rate",0.1,1.5,0.970146658157817
"2461","Clock Rate",0.1,3,0.994025366340345
"2462","Generation",0.1,0.25,0.853745226778695
"2463","Clock Rate",0.1,0.1,0.833819160394409
"2464","Clock Rate",0.1,0.2,0.79918480561304
"2465","Clock Rate",0.1,0.5,0.979820407788456
"2466","Clock Rate",0.1,1,0.975348545919016
"2467","Clock Rate",0.1,2,0.96164387868252
"2468","Clock Rate",0.1,0.05,0.867041318242261
"2469","Clock Rate",0.1,0.15,0.921132483026799
"2470","Clock Rate",0.1,0.25,0.942581907078333
"2471","Clock Rate",0.1,0.75,0.978226009083664
"2472","Clock Rate",0.1,1.5,0.970146658157817
"2473","Clock Rate",0.1,3,0.994025366340345
"2474","Generation",0.1,0.75,0.841872109647976
"2475","Clock Rate",0.1,0.1,0.833819160394409
"2476","Clock Rate",0.1,0.2,0.79918480561304
"2477","Clock Rate",0.1,0.5,0.979820407788456
"2478","Clock Rate",0.1,1,0.975348545919016
"2479","Clock Rate",0.1,2,0.96164387868252
"2480","Clock Rate",0.1,0.05,0.867041318242261
"2481","Clock Rate",0.1,0.15,0.921132483026799
"2482","Clock Rate",0.1,0.25,0.942581907078333
"2483","Clock Rate",0.1,0.75,0.978226009083664
"2484","Clock Rate",0.1,1.5,0.970146658157817
"2485","Clock Rate",0.1,3,0.994025366340345
"2486","Generation",0.1,1.5,0.959390619502966
"2487","Clock Rate",0.1,0.1,0.833819160394409
"2488","Clock Rate",0.1,0.2,0.79918480561304
"2489","Clock Rate",0.1,0.5,0.979820407788456
"2490","Clock Rate",0.1,1,0.975348545919016
"2491","Clock Rate",0.1,2,0.96164387868252
"2492","Clock Rate",0.1,0.05,0.867041318242261
"2493","Clock Rate",0.1,0.15,0.921132483026799
"2494","Clock Rate",0.1,0.25,0.942581907078333
"2495","Clock Rate",0.1,0.75,0.978226009083664
"2496","Clock Rate",0.1,1.5,0.970146658157817
"2497","Clock Rate",0.1,3,0.994025366340345
"2498","Generation",0.1,3,0.962990686411041
"2499","Clock Rate",0.1,0.1,0.833819160394409
"2500","Clock Rate",0.1,0.2,0.79918480561304
"2501","Clock Rate",0.1,0.5,0.979820407788456
"2502","Clock Rate",0.1,1,0.975348545919016
"2503","Clock Rate",0.1,2,0.96164387868252
"2504","Clock Rate",0.1,0.05,0.867041318242261
"2505","Clock Rate",0.1,0.15,0.921132483026799
"2506","Clock Rate",0.1,0.25,0.942581907078333
"2507","Clock Rate",0.1,0.75,0.978226009083664
"2508","Clock Rate",0.1,1.5,0.970146658157817
"2509","Clock Rate",0.1,3,0.994025366340345
"2510","Generation",0.2,0.1,0.678520655883434
"2511","Clock Rate",0.2,0.1,0.833717485878336
"2512","Clock Rate",0.2,0.2,0.791438848360863
"2513","Clock Rate",0.2,0.5,0.980241201145629
"2514","Clock Rate",0.2,1,0.974597683318945
"2515","Clock Rate",0.2,2,0.958801181957623
"2516","Clock Rate",0.2,0.05,0.85241021978821
"2517","Clock Rate",0.2,0.15,0.911596365594068
"2518","Clock Rate",0.2,0.25,0.945388655986495
"2519","Clock Rate",0.2,0.75,0.97822531430077
"2520","Clock Rate",0.2,1.5,0.97246070264778
"2521","Clock Rate",0.2,3,0.994057272903399
"2522","Generation",0.2,0.2,0.902712392135611
"2523","Clock Rate",0.2,0.1,0.833717485878336
"2524","Clock Rate",0.2,0.2,0.791438848360863
"2525","Clock Rate",0.2,0.5,0.980241201145629
"2526","Clock Rate",0.2,1,0.974597683318945
"2527","Clock Rate",0.2,2,0.958801181957623
"2528","Clock Rate",0.2,0.05,0.85241021978821
"2529","Clock Rate",0.2,0.15,0.911596365594068
"2530","Clock Rate",0.2,0.25,0.945388655986495
"2531","Clock Rate",0.2,0.75,0.97822531430077
"2532","Clock Rate",0.2,1.5,0.97246070264778
"2533","Clock Rate",0.2,3,0.994057272903399
"2534","Generation",0.2,0.5,0.913894878783426
"2535","Clock Rate",0.2,0.1,0.833717485878336
"2536","Clock Rate",0.2,0.2,0.791438848360863
"2537","Clock Rate",0.2,0.5,0.980241201145629
"2538","Clock Rate",0.2,1,0.974597683318945
"2539","Clock Rate",0.2,2,0.958801181957623
"2540","Clock Rate",0.2,0.05,0.85241021978821
"2541","Clock Rate",0.2,0.15,0.911596365594068
"2542","Clock Rate",0.2,0.25,0.945388655986495
"2543","Clock Rate",0.2,0.75,0.97822531430077
"2544","Clock Rate",0.2,1.5,0.97246070264778
"2545","Clock Rate",0.2,3,0.994057272903399
"2546","Generation",0.2,1,0.900513468780332
"2547","Clock Rate",0.2,0.1,0.833717485878336
"2548","Clock Rate",0.2,0.2,0.791438848360863
"2549","Clock Rate",0.2,0.5,0.980241201145629
"2550","Clock Rate",0.2,1,0.974597683318945
"2551","Clock Rate",0.2,2,0.958801181957623
"2552","Clock Rate",0.2,0.05,0.85241021978821
"2553","Clock Rate",0.2,0.15,0.911596365594068
"2554","Clock Rate",0.2,0.25,0.945388655986495
"2555","Clock Rate",0.2,0.75,0.97822531430077
"2556","Clock Rate",0.2,1.5,0.97246070264778
"2557","Clock Rate",0.2,3,0.994057272903399
"2558","Generation",0.2,2,0.941609798695033
"2559","Clock Rate",0.2,0.1,0.833717485878336
"2560","Clock Rate",0.2,0.2,0.791438848360863
"2561","Clock Rate",0.2,0.5,0.980241201145629
"2562","Clock Rate",0.2,1,0.974597683318945
"2563","Clock Rate",0.2,2,0.958801181957623
"2564","Clock Rate",0.2,0.05,0.85241021978821
"2565","Clock Rate",0.2,0.15,0.911596365594068
"2566","Clock Rate",0.2,0.25,0.945388655986495
"2567","Clock Rate",0.2,0.75,0.97822531430077
"2568","Clock Rate",0.2,1.5,0.97246070264778
"2569","Clock Rate",0.2,3,0.994057272903399
"2570","Generation",0.2,0.05,0.698908058299569
"2571","Clock Rate",0.2,0.1,0.833717485878336
"2572","Clock Rate",0.2,0.2,0.791438848360863
"2573","Clock Rate",0.2,0.5,0.980241201145629
"2574","Clock Rate",0.2,1,0.974597683318945
"2575","Clock Rate",0.2,2,0.958801181957623
"2576","Clock Rate",0.2,0.05,0.85241021978821
"2577","Clock Rate",0.2,0.15,0.911596365594068
"2578","Clock Rate",0.2,0.25,0.945388655986495
"2579","Clock Rate",0.2,0.75,0.97822531430077
"2580","Clock Rate",0.2,1.5,0.97246070264778
"2581","Clock Rate",0.2,3,0.994057272903399
"2582","Generation",0.2,0.15,0.800917160530881
"2583","Clock Rate",0.2,0.1,0.833717485878336
"2584","Clock Rate",0.2,0.2,0.791438848360863
"2585","Clock Rate",0.2,0.5,0.980241201145629
"2586","Clock Rate",0.2,1,0.974597683318945
"2587","Clock Rate",0.2,2,0.958801181957623
"2588","Clock Rate",0.2,0.05,0.85241021978821
"2589","Clock Rate",0.2,0.15,0.911596365594068
"2590","Clock Rate",0.2,0.25,0.945388655986495
"2591","Clock Rate",0.2,0.75,0.97822531430077
"2592","Clock Rate",0.2,1.5,0.97246070264778
"2593","Clock Rate",0.2,3,0.994057272903399
"2594","Generation",0.2,0.25,0.842005299595237
"2595","Clock Rate",0.2,0.1,0.833717485878336
"2596","Clock Rate",0.2,0.2,0.791438848360863
"2597","Clock Rate",0.2,0.5,0.980241201145629
"2598","Clock Rate",0.2,1,0.974597683318945
"2599","Clock Rate",0.2,2,0.958801181957623
"2600","Clock Rate",0.2,0.05,0.85241021978821
"2601","Clock Rate",0.2,0.15,0.911596365594068
"2602","Clock Rate",0.2,0.25,0.945388655986495
"2603","Clock Rate",0.2,0.75,0.97822531430077
"2604","Clock Rate",0.2,1.5,0.97246070264778
"2605","Clock Rate",0.2,3,0.994057272903399
"2606","Generation",0.2,0.75,0.83932748179645
"2607","Clock Rate",0.2,0.1,0.833717485878336
"2608","Clock Rate",0.2,0.2,0.791438848360863
"2609","Clock Rate",0.2,0.5,0.980241201145629
"2610","Clock Rate",0.2,1,0.974597683318945
"2611","Clock Rate",0.2,2,0.958801181957623
"2612","Clock Rate",0.2,0.05,0.85241021978821
"2613","Clock Rate",0.2,0.15,0.911596365594068
"2614","Clock Rate",0.2,0.25,0.945388655986495
"2615","Clock Rate",0.2,0.75,0.97822531430077
"2616","Clock Rate",0.2,1.5,0.97246070264778
"2617","Clock Rate",0.2,3,0.994057272903399
"2618","Generation",0.2,1.5,0.955303454705404
"2619","Clock Rate",0.2,0.1,0.833717485878336
"2620","Clock Rate",0.2,0.2,0.791438848360863
"2621","Clock Rate",0.2,0.5,0.980241201145629
"2622","Clock Rate",0.2,1,0.974597683318945
"2623","Clock Rate",0.2,2,0.958801181957623
"2624","Clock Rate",0.2,0.05,0.85241021978821
"2625","Clock Rate",0.2,0.15,0.911596365594068
"2626","Clock Rate",0.2,0.25,0.945388655986495
"2627","Clock Rate",0.2,0.75,0.97822531430077
"2628","Clock Rate",0.2,1.5,0.97246070264778
"2629","Clock Rate",0.2,3,0.994057272903399
"2630","Generation",0.2,3,0.968542054850409
"2631","Clock Rate",0.2,0.1,0.833717485878336
"2632","Clock Rate",0.2,0.2,0.791438848360863
"2633","Clock Rate",0.2,0.5,0.980241201145629
"2634","Clock Rate",0.2,1,0.974597683318945
"2635","Clock Rate",0.2,2,0.958801181957623
"2636","Clock Rate",0.2,0.05,0.85241021978821
"2637","Clock Rate",0.2,0.15,0.911596365594068
"2638","Clock Rate",0.2,0.25,0.945388655986495
"2639","Clock Rate",0.2,0.75,0.97822531430077
"2640","Clock Rate",0.2,1.5,0.97246070264778
"2641","Clock Rate",0.2,3,0.994057272903399
"2642","Generation",0.01,0.1,0.050846995242402
"2643","Clock Rate",0.01,0.1,0.677733902815977
"2644","Clock Rate",0.01,0.2,0.630107779022463
"2645","Clock Rate",0.01,0.5,0.356147742968026
"2646","Clock Rate",0.01,1,0.660433296381202
"2647","Clock Rate",0.01,2,0.791824949947023
"2648","Clock Rate",0.01,0.05,NA
"2649","Clock Rate",0.01,0.15,0.742979528087361
"2650","Clock Rate",0.01,0.25,0.490822085837699
"2651","Clock Rate",0.01,0.75,0.66271157708491
"2652","Clock Rate",0.01,1.5,0.723079315892727
"2653","Clock Rate",0.01,3,0.977191585375108
"2654","Generation",0.01,0.2,0.076698982334905
"2655","Clock Rate",0.01,0.1,0.677733902815977
"2656","Clock Rate",0.01,0.2,0.630107779022463
"2657","Clock Rate",0.01,0.5,0.356147742968026
"2658","Clock Rate",0.01,1,0.660433296381202
"2659","Clock Rate",0.01,2,0.791824949947023
"2660","Clock Rate",0.01,0.05,NA
"2661","Clock Rate",0.01,0.15,0.742979528087361
"2662","Clock Rate",0.01,0.25,0.490822085837699
"2663","Clock Rate",0.01,0.75,0.66271157708491
"2664","Clock Rate",0.01,1.5,0.723079315892727
"2665","Clock Rate",0.01,3,0.977191585375108
"2666","Generation",0.01,0.5,0.192218931722796
"2667","Clock Rate",0.01,0.1,0.677733902815977
"2668","Clock Rate",0.01,0.2,0.630107779022463
"2669","Clock Rate",0.01,0.5,0.356147742968026
"2670","Clock Rate",0.01,1,0.660433296381202
"2671","Clock Rate",0.01,2,0.791824949947023
"2672","Clock Rate",0.01,0.05,NA
"2673","Clock Rate",0.01,0.15,0.742979528087361
"2674","Clock Rate",0.01,0.25,0.490822085837699
"2675","Clock Rate",0.01,0.75,0.66271157708491
"2676","Clock Rate",0.01,1.5,0.723079315892727
"2677","Clock Rate",0.01,3,0.977191585375108
"2678","Generation",0.01,1,0.926266221249885
"2679","Clock Rate",0.01,0.1,0.677733902815977
"2680","Clock Rate",0.01,0.2,0.630107779022463
"2681","Clock Rate",0.01,0.5,0.356147742968026
"2682","Clock Rate",0.01,1,0.660433296381202
"2683","Clock Rate",0.01,2,0.791824949947023
"2684","Clock Rate",0.01,0.05,NA
"2685","Clock Rate",0.01,0.15,0.742979528087361
"2686","Clock Rate",0.01,0.25,0.490822085837699
"2687","Clock Rate",0.01,0.75,0.66271157708491
"2688","Clock Rate",0.01,1.5,0.723079315892727
"2689","Clock Rate",0.01,3,0.977191585375108
"2690","Generation",0.01,2,0.679289866718678
"2691","Clock Rate",0.01,0.1,0.677733902815977
"2692","Clock Rate",0.01,0.2,0.630107779022463
"2693","Clock Rate",0.01,0.5,0.356147742968026
"2694","Clock Rate",0.01,1,0.660433296381202
"2695","Clock Rate",0.01,2,0.791824949947023
"2696","Clock Rate",0.01,0.05,NA
"2697","Clock Rate",0.01,0.15,0.742979528087361
"2698","Clock Rate",0.01,0.25,0.490822085837699
"2699","Clock Rate",0.01,0.75,0.66271157708491
"2700","Clock Rate",0.01,1.5,0.723079315892727
"2701","Clock Rate",0.01,3,0.977191585375108
"2702","Generation",0.01,0.05,0.0266383864865957
"2703","Clock Rate",0.01,0.1,0.677733902815977
"2704","Clock Rate",0.01,0.2,0.630107779022463
"2705","Clock Rate",0.01,0.5,0.356147742968026
"2706","Clock Rate",0.01,1,0.660433296381202
"2707","Clock Rate",0.01,2,0.791824949947023
"2708","Clock Rate",0.01,0.05,NA
"2709","Clock Rate",0.01,0.15,0.742979528087361
"2710","Clock Rate",0.01,0.25,0.490822085837699
"2711","Clock Rate",0.01,0.75,0.66271157708491
"2712","Clock Rate",0.01,1.5,0.723079315892727
"2713","Clock Rate",0.01,3,0.977191585375108
"2714","Generation",0.01,0.15,0.21540581548988
"2715","Clock Rate",0.01,0.1,0.677733902815977
"2716","Clock Rate",0.01,0.2,0.630107779022463
"2717","Clock Rate",0.01,0.5,0.356147742968026
"2718","Clock Rate",0.01,1,0.660433296381202
"2719","Clock Rate",0.01,2,0.791824949947023
"2720","Clock Rate",0.01,0.05,NA
"2721","Clock Rate",0.01,0.15,0.742979528087361
"2722","Clock Rate",0.01,0.25,0.490822085837699
"2723","Clock Rate",0.01,0.75,0.66271157708491
"2724","Clock Rate",0.01,1.5,0.723079315892727
"2725","Clock Rate",0.01,3,0.977191585375108
"2726","Generation",0.01,0.25,0.183767776726716
"2727","Clock Rate",0.01,0.1,0.677733902815977
"2728","Clock Rate",0.01,0.2,0.630107779022463
"2729","Clock Rate",0.01,0.5,0.356147742968026
"2730","Clock Rate",0.01,1,0.660433296381202
"2731","Clock Rate",0.01,2,0.791824949947023
"2732","Clock Rate",0.01,0.05,NA
"2733","Clock Rate",0.01,0.15,0.742979528087361
"2734","Clock Rate",0.01,0.25,0.490822085837699
"2735","Clock Rate",0.01,0.75,0.66271157708491
"2736","Clock Rate",0.01,1.5,0.723079315892727
"2737","Clock Rate",0.01,3,0.977191585375108
"2738","Generation",0.01,0.75,0.206281885052524
"2739","Clock Rate",0.01,0.1,0.677733902815977
"2740","Clock Rate",0.01,0.2,0.630107779022463
"2741","Clock Rate",0.01,0.5,0.356147742968026
"2742","Clock Rate",0.01,1,0.660433296381202
"2743","Clock Rate",0.01,2,0.791824949947023
"2744","Clock Rate",0.01,0.05,NA
"2745","Clock Rate",0.01,0.15,0.742979528087361
"2746","Clock Rate",0.01,0.25,0.490822085837699
"2747","Clock Rate",0.01,0.75,0.66271157708491
"2748","Clock Rate",0.01,1.5,0.723079315892727
"2749","Clock Rate",0.01,3,0.977191585375108
"2750","Generation",0.01,1.5,0.850545690944729
"2751","Clock Rate",0.01,0.1,0.677733902815977
"2752","Clock Rate",0.01,0.2,0.630107779022463
"2753","Clock Rate",0.01,0.5,0.356147742968026
"2754","Clock Rate",0.01,1,0.660433296381202
"2755","Clock Rate",0.01,2,0.791824949947023
"2756","Clock Rate",0.01,0.05,NA
"2757","Clock Rate",0.01,0.15,0.742979528087361
"2758","Clock Rate",0.01,0.25,0.490822085837699
"2759","Clock Rate",0.01,0.75,0.66271157708491
"2760","Clock Rate",0.01,1.5,0.723079315892727
"2761","Clock Rate",0.01,3,0.977191585375108
"2762","Generation",0.01,3,0.82412664928258
"2763","Clock Rate",0.01,0.1,0.677733902815977
"2764","Clock Rate",0.01,0.2,0.630107779022463
"2765","Clock Rate",0.01,0.5,0.356147742968026
"2766","Clock Rate",0.01,1,0.660433296381202
"2767","Clock Rate",0.01,2,0.791824949947023
"2768","Clock Rate",0.01,0.05,NA
"2769","Clock Rate",0.01,0.15,0.742979528087361
"2770","Clock Rate",0.01,0.25,0.490822085837699
"2771","Clock Rate",0.01,0.75,0.66271157708491
"2772","Clock Rate",0.01,1.5,0.723079315892727
"2773","Clock Rate",0.01,3,0.977191585375108
"2774","Generation",0.05,0.1,0.259130388436692
"2775","Clock Rate",0.05,0.1,0.798257434318815
"2776","Clock Rate",0.05,0.2,0.411986519497458
"2777","Clock Rate",0.05,0.5,0.671623932727575
"2778","Clock Rate",0.05,1,0.843598141474641
"2779","Clock Rate",0.05,2,0.791582685366307
"2780","Clock Rate",0.05,0.05,0.0290859602126095
"2781","Clock Rate",0.05,0.15,0.339038650310486
"2782","Clock Rate",0.05,0.25,0.317023990290703
"2783","Clock Rate",0.05,0.75,0.787608137122582
"2784","Clock Rate",0.05,1.5,0.663349679644548
"2785","Clock Rate",0.05,3,0.935737049975653
"2786","Generation",0.05,0.2,0.532308309416726
"2787","Clock Rate",0.05,0.1,0.798257434318815
"2788","Clock Rate",0.05,0.2,0.411986519497458
"2789","Clock Rate",0.05,0.5,0.671623932727575
"2790","Clock Rate",0.05,1,0.843598141474641
